joint_name,real_initial_q_rad,sim_initial_q_rad,sim_controller_target_rad,sim_settled_q_rad,target_minus_real_rad,settled_minus_target_rad,settled_minus_real_rad,alignment_candidate_target_rad,alignment_candidate_settled_rad,alignment_candidate_settled_minus_real_rad,equilibrium_classification,zero_classification
head_yaw_joint,6.94294159447254e-05,4.792134062342005e-05,4.792213439941406e-05,4.7923164204020595e-05,-2.150728154531134e-05,1.0298046065321102e-09,-2.1506251740704807e-05,4.792213439941406e-05,4.792189082088637e-05,-2.1507525123839035e-05,WITHIN_0P01_RAD,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
left_ankle_pitch_joint,-0.2727570533752441,-0.2727616945151579,-0.2727570533752441,-0.30941513458661984,0.0,-0.03665808121137576,-0.03665808121137576,-0.23609897216386833,-0.20384505949969817,0.06891199387554592,CONTROLLER_EQUILIBRIUM_MISMATCH,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
left_ankle_roll_joint,-0.029816150665283196,-0.0298161624951271,-0.029816150665283196,-0.013339366771460574,0.0,0.016476783893822622,0.016476783893822622,-0.0462929345591058,-0.015066009949336991,0.014750140715946205,CONTROLLER_EQUILIBRIUM_MISMATCH,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
left_elbow_joint,-1.1739583015441897,-1.1739771620503463,-1.1739583015441897,-1.1739582956095826,0.0,5.934607028024175e-09,5.934607028024175e-09,-1.1739583015441897,-1.1739583046589428,-3.114753122090974e-09,WITHIN_0P01_RAD,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
left_hip_pitch_joint,-0.3007521629333496,-0.30078695744775,-0.3007521629333496,-0.3352462005443521,0.0,-0.034494037611002504,-0.034494037611002504,-0.26625812532234716,-0.30338115459083226,-0.002628991657482649,CONTROLLER_EQUILIBRIUM_MISMATCH,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
left_hip_roll_joint,0.013709545135498002,0.0137193295901132,0.013709545135498002,0.016092062997915407,0.0,0.0023825178624174055,0.0023825178624174055,0.011327027273080503,0.020642469759898186,0.006932924624400184,WITHIN_0P01_RAD,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
left_hip_yaw_joint,-0.0002875328063964001,-0.0002878587528544,-0.0002875328063964001,-0.00263886978038676,0.0,-0.0023513369739903596,-0.0023513369739903596,0.0020638041675939004,-0.0002014190849730893,8.611372142331079e-05,WITHIN_0P01_RAD,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
left_knee_joint,0.5036177635192871,0.5036401133380513,0.5036177635192871,0.62410309384924,0.0,0.1204853303299529,0.1204853303299529,0.3831324331893342,0.4889513629977818,-0.014666400521505307,CONTROLLER_EQUILIBRIUM_MISMATCH,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
left_shoulder_pitch_joint,0.3939399719238281,0.3939461599255301,0.3939399719238281,0.3939400115254101,0.0,3.960158195814856e-08,3.960158195814856e-08,0.3939399719238281,0.39393995761601897,-1.4307809159674889e-08,WITHIN_0P01_RAD,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
left_shoulder_roll_joint,-0.012558937072753903,-0.0125576314982676,-0.012558937072753903,-0.012558067052251584,0.0,8.700205023186303e-07,8.700205023186303e-07,-0.012558937072753903,-0.01255827249529182,6.645774620825384e-07,WITHIN_0P01_RAD,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
left_shoulder_yaw_joint,-0.0085325241088867,-0.0085322456694138,-0.0085325241088867,-0.008532527327273054,0.0,-3.2183863542950553e-09,-3.2183863542950553e-09,-0.0085325241088867,-0.008532522650499162,1.458387537470185e-09,WITHIN_0P01_RAD,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
left_wrist_pitch_joint,0.0020980834960937,0.0020979001965903,0.0020980834960937,0.002098083927290077,0.0,4.311963767815452e-10,4.311963767815452e-10,0.0020980834960937,0.0020980831605487923,-3.3554490783127555e-10,WITHIN_0P01_RAD,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
left_wrist_roll_joint,-0.018119812011718698,-0.0181198359138819,-0.018119812011718698,-0.01811981119477397,0.0,8.169447271444419e-10,8.169447271444419e-10,-0.018119812011718698,-0.018119811989970935,2.174776331242967e-11,WITHIN_0P01_RAD,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
left_wrist_yaw_joint,0.012175559997558498,0.0121755250819666,0.012175559997558498,0.012175560029108348,0.0,3.1549849538459185e-11,3.1549849538459185e-11,0.012175559997558498,0.012175559976086754,-2.1471744521273095e-11,WITHIN_0P01_RAD,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
right_ankle_pitch_joint,-0.2949991226196289,-0.2949736526097691,-0.2949991226196289,-0.3546029427202525,0.0,-0.059603820100623595,-0.059603820100623595,-0.23539530251900537,-0.22698988073525733,0.06800924188437157,CONTROLLER_EQUILIBRIUM_MISMATCH,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
right_ankle_roll_joint,0.0156269073486328,0.0156106226075469,0.0156269073486328,0.020317244181674087,0.0,0.0046903368330412885,0.0046903368330412885,0.0109365705155915,0.018073392365014485,0.002446485016381686,WITHIN_0P01_RAD,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
right_elbow_joint,-1.171273708343506,-1.1712936882004743,-1.171273708343506,-1.171273719509537,0.0,-1.116603098871849e-08,-1.116603098871849e-08,-1.171273708343506,-1.1712737060970173,2.2464887727835503e-09,WITHIN_0P01_RAD,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
right_hip_pitch_joint,-0.2568421363830566,-0.257084056485456,-0.2570338249206543,-0.2658053905959688,-0.00019168853759771176,-0.008771565675314508,-0.00896325421291222,-0.24807057070774202,-0.2610996761987037,-0.004257539815647138,WITHIN_0P01_RAD,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
right_hip_roll_joint,-0.0177364349365234,-0.0177258121002773,-0.0177364349365234,-0.021262684605444407,0.0,-0.0035262496689210075,-0.0035262496689210075,-0.014210185267602296,-0.01588283538616851,0.001853599550354891,WITHIN_0P01_RAD,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
right_hip_yaw_joint,-0.013517856597900306,-0.0135184019934006,-0.013517856597900306,-0.014693929628263462,0.0,-0.0011760730303631561,-0.0011760730303631561,-0.012341783567537097,-0.011882037751842817,0.0016358188460574886,WITHIN_0P01_RAD,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
right_knee_joint,0.4803366738316036,0.4804645268417328,0.48041677474975575,0.6004549391657563,8.010091815213727e-05,0.12003816441600057,0.12011826533415271,0.36029850941560315,0.47034715332847454,-0.009989520503129068,CONTROLLER_EQUILIBRIUM_MISMATCH,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
right_shoulder_pitch_joint,0.3975830078125,0.3975899869054302,0.3975830078125,0.397582964234591,0.0,-4.357790900355596e-08,-4.357790900355596e-08,0.3975830078125,0.3975830129083388,5.095838806479236e-09,WITHIN_0P01_RAD,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
right_shoulder_roll_joint,0.012942790985107398,0.0129351835277775,0.012942790985107398,0.012940832105328528,0.0,-1.9588797788693685e-06,-1.9588797788693685e-06,0.012942790985107398,0.012941615815080193,-1.1751700272049498e-06,WITHIN_0P01_RAD,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
right_shoulder_yaw_joint,0.006040096282958899,0.0060395750568016,0.006040096282958899,0.006040092886867483,0.0,-3.3960914167657785e-09,-3.3960914167657785e-09,0.006040096282958899,0.006040098107976147,1.8250172475683946e-09,WITHIN_0P01_RAD,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
right_wrist_pitch_joint,0.0066757202148437006,0.0066755278330548,0.0066757202148437006,0.006675719069227328,0.0,-1.1456163725998003e-09,-1.1456163725998003e-09,0.0066757202148437006,0.0066757204853574266,2.705137260028412e-10,WITHIN_0P01_RAD,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
right_wrist_roll_joint,0.0059127807617187006,0.0059127859935942,0.0059127807617187006,0.0059127815717504,0.0,8.100316997022849e-10,8.100316997022849e-10,0.0059127807617187006,0.0059127808425490135,8.083031292904774e-11,WITHIN_0P01_RAD,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
right_wrist_yaw_joint,-0.007957458496093701,-0.0083408081059258,-0.007957458496093701,-0.007957503785172,0.0,-4.528907829835782e-08,-4.528907829835782e-08,-0.007957458496093701,-0.007957503884668128,-4.538857442670796e-08,WITHIN_0P01_RAD,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
waist_pitch_joint,-0.030836192020741202,-0.0309267665282829,-0.0309069952289138,-0.030907000076949482,-7.080320817259844e-05,-4.848035681237484e-09,-7.080805620827968e-05,-0.030836187172705504,-0.030836171391720027,2.062902117530574e-08,WITHIN_0P01_RAD,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
waist_roll_joint,-0.0010051460594627,-0.0010717644686355,-0.0010823870317433,-0.0010824984497934409,-7.724097228060012e-05,-1.1141805014085009e-07,-7.735239033074097e-05,-0.0010050346414124996,-0.0010054368652201615,-2.9080575746163323e-07,WITHIN_0P01_RAD,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
waist_yaw_joint,-0.012942790985107398,-0.0129427664307674,-0.012942790985107398,-0.012942697237790303,0.0,9.374731709498041e-08,9.374731709498041e-08,-0.0129428847324244,-0.0129429064012474,-1.1541614000284972e-07,WITHIN_0P01_RAD,POSSIBLE_ZERO_MISMATCH_UNRESOLVED_NOT_ATTRIBUTED
